customer_id,customer_name,customer_email,customer_age,annual_income,credit_score,country,city
99550891-e099-4902-8405-22856b7b47d3,Mark Robertson,daviesandrea@example.com,36,347219.16,591,CA,South Lauraland
f39204e2-bfa2-4284-a430-013042c7ed25,Emily Graham,omcdaniel@example.com,50,357663.09,637,MM,South Angelaland
8dba0d5b-a3ae-4114-97dc-aa177ba3995d,Sherry Campbell,corey83@example.net,39,465172.31,359,IQ,New Gregoryville
7e0404ac-fc09-4f64-9185-3a9957a7a087,Brian Blair,rebecca41@example.net,54,135000.37,628,LB,Allisonside
f5c6741f-840e-4c15-b967-bfe0a1da65cb,Kristina Miller,dylanbooth@example.com,71,220060.06,592,MT,Lake Destiny
1eb8bdb5-7390-4c50-8181-082b44f555a0,Lisa Harrell,jennifer09@example.org,21,76330.21,760,BE,Lake Anthony
6073b2a1-0764-4b6b-9fe5-0b779c1d904f,Sherri Carter,warrenhailey@example.org,24,103732.93,555,MU,South Judith
a2e12241-6bb5-4042-9d3a-186f05e24ef9,Jason Walton,mariacasey@example.org,63,409424.48,483,UZ,Hobbsborough
671c983c-8f44-4bc8-9f4f-7afa59c6cc80,Jacob Gardner,rebecca17@example.net,66,357030.02,547,MK,New Cindyport
56455905-8ce3-410e-9c71-5c37873f9a82,Joan Beard,amandahayes@example.org,25,88538.42,624,NR,Diazshire
05b4e8b5-e3cc-4ded-bb91-54e60f2fab38,Robert Wallace,michaelsmith@example.com,53,222926.2,735,LV,Port Justin
d34b329f-f117-4034-aabf-bcf817c933ad,Gregory Bright,mistysmith@example.net,38,331890.9,832,PH,New David
0c76a2af-e255-4478-91ad-cfa8c07133df,Monica Booker,allison52@example.com,44,345044.34,330,LB,Lake Christopher
c911d031-0f30-4f2c-a8f3-fa5bf0563807,Bryan Hurley,stricklandchristina@example.org,35,79629.54,799,LC,Conniebury
85c35ccc-ac19-4c93-9552-fd2c1d56b4ce,Juan Bender,christopherdavid@example.net,57,209437.49,646,CM,Johnfort
ea5ae8f7-0b23-46e9-89c0-aecf81579f85,Charles Frank,woodtimothy@example.net,21,411337.17,778,OM,Port Kristinshire
97802eaf-6429-46ed-9990-beede8502db4,Samuel Davis,patriciawalker@example.com,28,451671.38,690,ME,South Josephmouth
780f9a0d-9c7e-4779-8361-01fac504c1e7,Michael Harris,alexanderrose@example.org,48,313372.24,738,CU,East Virginiaborough
01460972-f402-4296-a0b8-3d22cf94ce36,Jose Walker,jonesryan@example.org,67,179665.54,311,DK,Mooreberg
713c10be-6a80-4ff3-9e81-bd859e0123d8,Jessica Hanson,patricia10@example.net,45,247843.56,384,PG,Robertshire
6a2f56c6-c8c2-47d4-a5f6-b56496c557b7,Steven Miller,carrelizabeth@example.org,57,96560.17,477,AE,Justinside
7942249b-c248-43c9-b70f-7be6e92dfe10,James Dillon,lee36@example.org,63,390661.51,463,DM,Port Nicholas
a74c190c-4317-4c9e-a43b-1705f4177e17,Aaron Watts,anthony94@example.org,28,304158.89,797,ET,Andersonville
6e87594f-0049-4c8a-9879-a6625782e3ee,John Abbott,james71@example.net,25,233845.71,552,ZA,Laurieberg
6525b6db-5060-47ab-b345-e874145bb534,Amanda Cook,jacksondonald@example.com,62,494699.08,615,TD,New Sean
223a3e6f-7b90-4fb4-9eba-ee37ff1e43ea,Robin Murphy,feliciafuller@example.com,36,128518.94,817,FM,East Charlesport
65b34bd0-e55c-42e4-bbfc-0d99b63aab5f,Mary Parker,atkinsonbrooke@example.com,63,82805.39,413,GQ,West Kyleberg
497d7936-ead7-455c-88bc-fd76ea0e2158,William Hunt,daniellemartin@example.com,23,238427.14,401,LS,Kevinport
12383d3a-26eb-4c23-835f-383f46bb31bf,Andres Watson,tarajones@example.org,24,442421.96,606,TZ,Dillonburgh
3e4c410b-3021-414c-a92d-4a151eb77972,Robert Miller,ericrojas@example.com,59,36027.1,806,JP,Sandersburgh
1cc956f0-4602-4f88-b3af-0aa1ed5fee01,Barry Johnson,astrong@example.net,61,479770.53,361,RS,Charleston
e425d108-be2a-4f63-b7e9-3095e911cbeb,Jeremy Hamilton,gardnerjennifer@example.net,56,381580.51,809,WS,Port Jamesburgh
7508b09b-cd75-4cb2-926f-78787cfca14f,Richard Weaver,castrobryan@example.com,53,441117.35,735,MZ,Morenotown
8efee941-1a8b-4c97-b627-9ad5305a083b,Melinda Edwards,hendersonrebecca@example.net,68,439661.58,813,GA,East Juanview
855484b0-4f50-4c31-aced-f72b1caedd02,Tina Johnson,rwilliams@example.net,44,284753.16,736,SZ,Kevinview
3ebc099a-82f1-4459-8600-da8e1855f4f8,Timothy Herrera,claytonwilliams@example.org,44,434165.94,670,VC,New Erintown
60721188-5ead-4600-b041-116c6f9d76dd,Stacey Gallegos,heather86@example.org,30,164814.59,725,TM,Ronaldfort
8b87ac0f-bde5-4fec-a52d-86d100cbd294,Chelsea Arias,jkirby@example.org,21,127096.06,503,GT,Dorisside
019e7ad0-1b14-44c4-b570-874eba91e6dc,Gabriella Bentley,melissa55@example.net,69,118577.6,504,KP,Amyberg
d9f9882f-7718-4f7f-b8b8-8d9d6ad9e95c,Michael Nelson,mgolden@example.com,73,365027.51,714,GE,Weaverberg
75c34bc8-4cc7-47ad-82ba-7a12a4d51675,Dr. Austin Mays,sjones@example.org,73,105055.27,659,DM,Lake Michelle
a3637e47-ecb8-456c-ba4a-5d659888de08,Angela Martin,sheri85@example.org,22,409460.34,304,BW,West Nicole
5d5fde96-1b53-4055-b8a9-fe2aaacf4627,Albert Romero,dominic03@example.com,28,206427.79,677,CD,East Ryanborough
11467ffd-f697-469b-89b0-e83cfe9633f2,Christopher Carr,jefferyspencer@example.com,49,409273.64,319,MW,Port Danielland
21120bcf-c75f-4296-a0de-70720af1fbbc,Tracy Martin,woodsamber@example.com,57,393241.42,808,MW,Tomberg
e1f15671-0bd9-4ff8-b016-2e1f3c83b971,Robert Hart,doyleryan@example.com,33,412541.53,760,KN,Marshallmouth
1059e262-86d8-4688-909b-852f1b1f319d,Miss Barbara Lane,zjohnson@example.org,50,353894.48,768,AZ,Millershire
1ba87737-4e56-4451-9e86-6defc8929e27,Jordan Valdez,ramirezchristy@example.org,74,93453.14,698,SN,Vancehaven
f0c367d7-dae6-47b6-9969-0d7a8c473af0,Linda Khan,grubio@example.org,54,342854.16,640,IE,Alexanderburgh
dd8f38c5-105a-4c52-80ae-649c4bd3ecca,Mark Young,deanamy@example.com,53,105635.49,798,AM,Butlerville
87c12899-df63-453a-89a8-10b26c96d6d6,Amy Ray,ehobbs@example.net,34,335710.3,843,IN,Leehaven
c86b8cf3-9036-41e9-a024-26f7f44241bf,Kimberly Johnson,cpotter@example.org,57,371677.75,344,HT,North Kristinport
4bdf8ad8-9581-4ecb-bbd6-bce49abd1c34,Amanda Ramos,michaeljuarez@example.com,72,317432.9,742,KW,Katherinefurt
47051eaf-db1d-4891-af18-7b56c1b6aebf,Maria Williams,harold53@example.net,43,375241.81,778,CR,South Casey
a4bd09f6-069a-4507-8b26-f778809484cd,Jocelyn King,stephanie15@example.com,67,443377.38,693,CM,Wendyview
422149b0-419f-44e3-88d9-fe1889b22c2d,Anna Figueroa,anne67@example.com,57,482297.33,844,CA,South Sandrafurt
400f5ef3-bc00-4356-9bec-7e04a0b1d668,Carol Stewart,cody73@example.com,39,471975.38,497,ZW,East Gina
c230766f-464d-4dc3-866a-b59e2802fd76,Amy Anderson,rodriguezcaitlin@example.org,48,270288.88,338,GW,Robertfurt
3152b438-0313-4ff4-a454-f7a905fdd884,Ryan Garcia,vmercer@example.org,24,102061.1,485,CR,Lake Johnland
7955ed98-cfa3-43ec-81f1-2545cf5e2977,John Chavez,steinkaitlyn@example.com,30,74412.04,831,LB,Danielburgh
2727ba4c-1738-4607-88a4-10c1c20a4ad3,Stephanie Hernandez,kevinwhite@example.com,48,267289.73,324,IE,Lucasshire
ab577f2b-2be3-48b6-bd8a-afd46b47d774,Courtney Campbell,michaelevans@example.com,71,446078.62,820,KI,Lake Kayla
f6144c01-6b47-47d1-b47e-6ac93483eb3b,Michael Butler,hannahgarcia@example.net,33,118412.75,360,VE,Riverston
06d042f4-5e6c-4c7b-802d-cd82abadcb9f,Jennifer Green,reneewaller@example.net,47,189537.05,365,TW,Hammondmouth
bb700804-d654-437b-b806-7895db06b5e7,Steven Collins,melindaweber@example.com,44,345447.13,597,SR,Collinchester
3522a8b9-c683-415d-91e8-0552664b51df,Brian Waller,sflores@example.net,31,226388.61,807,MX,Penaberg
b8be4990-9e26-4702-9862-f488dc08456e,Denise Stone,lyonsdennis@example.net,18,210954.68,751,MW,Port Marissa
205f319c-db9e-4f8f-8cd7-224df7256eb2,Cheryl Johnson,jimmy70@example.net,32,121499.34,350,HU,North Matthew
3889e0ad-39fb-449f-bfdf-c20d96f1c2e0,Julie Moon,julierodriguez@example.net,24,178061.85,753,BJ,West Thomas
5dce4770-6752-428b-add3-8dfb9c2f057b,Stephanie Morris,patricia24@example.com,65,350421.91,850,BZ,North Lisa
78d467ed-19f1-43c8-a0e9-740fec40c36d,Michele Perry,xfarmer@example.com,23,29829.92,411,KM,Gonzalezview
d7940d8a-b58d-45b2-bb51-cbaa8b843f33,Jacqueline Copeland,amandaroberts@example.net,47,50131.67,694,HN,West Christopher
e4888745-07bc-450c-8161-63210d071091,Stacey Knapp,fmartinez@example.com,71,402475.45,525,BE,Wilcoxmouth
bcef700c-e5f9-4704-9dd4-195c626f98b3,Jerry Williams,christopher72@example.net,20,257978.46,831,US,North Robert
59c795bf-cb09-411f-8681-cc95f6915324,Nathan Brown,meganhoward@example.org,37,350064.34,544,SE,New Robertaport
a09e2155-ca2b-45a4-8749-97fe30c10860,Kathleen Whitaker,lindseyamanda@example.net,40,80941.95,741,AT,East Matthew
ceba43c9-0adb-4b28-86a8-a822317e10a7,Andrea Campbell,gary22@example.org,36,91099.5,305,IS,Karenport
120c6f5e-fb5f-4b35-a449-c6595d0ab116,Angela Baxter,medinawilliam@example.net,46,244883.66,337,LC,Hermanport
5a75fe73-740a-41a8-8a88-18b4f6cfde6f,Cody Bauer,laurie48@example.com,19,429613.06,609,BB,Carrillotown
d8807f47-8fa2-4624-bb15-1ccdb5805645,Ryan Reynolds,kenneth66@example.net,46,34623.58,536,PE,North Cheryl
52bae137-8ac4-4dbb-9a58-686d108bd8e3,Anthony Williams,laura81@example.net,36,386881.42,795,TN,Port Gary
635138a7-4d4d-47cd-bfde-3dfeb287f8a5,Laura Palmer,sarajimenez@example.com,55,482824.65,376,TT,Jacksonburgh
aeb945db-9724-4271-8e4f-7eb20520c3e7,Alyssa Kirby,palmeradam@example.org,74,345428.35,353,AZ,Loganport
12295a07-8690-45c7-ab58-23430f582b13,Lee Martin,connermelanie@example.org,65,34554.93,518,SN,West Dakota
60c51b9b-e570-440d-a929-b7c738871768,Ashley Wilson,roblespatrick@example.net,27,320519.99,745,IS,Bakerport
8eaf1869-cadc-4dff-ab05-6043c0c0b8a3,Colleen Clark,cburton@example.net,37,135849.72,579,TN,Reyesburgh
626b5951-b21a-4651-ae29-2f5397be51ed,Timothy Powers,kayleeanderson@example.net,40,140727.7,721,CH,Robinmouth
78296fc4-7bd1-491c-a7c3-2ee76b8d392a,Lauren Smith,jeffreypowers@example.com,19,358570.7,448,TV,Joshuaview
748b14e6-3e49-4ee6-bda1-f26e767c5325,Richard Riggs,melissa17@example.com,49,248292.85,608,GT,Lake Bobby
1c603d95-1914-49d2-ae48-a71dfec1ed06,Robert Clay,darren66@example.net,48,375330.05,408,CF,Port Lisa
f6cd35bd-aaee-435e-880a-48266a5f53d8,Linda Simpson,russellsmith@example.org,48,30621.66,489,ER,Lake Gloriaside
9dc0496f-8cfd-4d20-afbc-652764dc2427,Leslie Walker,curtistran@example.org,64,410844.17,443,MA,Port Jack
38740acb-d527-4ace-88c2-bd0a4b516b86,Carla Carter,john48@example.net,61,209222.5,826,CO,Cherylchester
deac6704-d902-46fc-be7d-ee5aec3caf0c,Timothy Terrell,taraball@example.com,36,106580.47,389,TO,West Carmenmouth
0188da45-f296-4a1f-b110-127e9cfa3fe0,Jessica White,gillespiematthew@example.com,43,128158.17,723,RS,Lindseyland
f5cefbae-28da-4e3d-9e95-da93204e9e41,Tammy Castillo,marygarcia@example.org,65,202676.33,550,SZ,Malloryview
4c09b96a-9d6e-469f-9a29-eb2fd16178b7,Mitchell Navarro,zdavid@example.net,62,118501.37,756,SE,Petersonview
254fad33-9ee5-4bca-b8b1-543bdbfb4865,Monica Nielsen,kimhernandez@example.org,28,304338.15,473,RU,Katherineville
29e0fd1d-9808-48e6-95d9-8af40aaaa491,David Fisher,williamsdonald@example.com,67,493927.27,591,CN,Wrightchester
a679d505-4ace-4a0a-954c-fc20acae0417,Darren Flores,traci43@example.org,30,178058.28,826,OM,Trujillobury
8e025ec7-bc41-4ad2-a000-d7f7b8c0e629,Katherine Brown,robert21@example.net,73,262547.46,635,SY,South Rachelchester
c011e730-14c5-4a9f-be94-6ba99f41e4c7,Megan Franklin,jkennedy@example.com,25,238884.69,784,CY,Johnsontown
73930b51-6e04-4e46-a289-b659cb620f1b,Kimberly Gibson,vincent47@example.net,68,43551.83,802,CF,Wrightport
acb985fe-2625-4731-bf8e-7be320e48c77,Mrs. Sabrina Jones,gharris@example.org,24,160668.35,630,AT,West Christopher
655f10ee-dc83-41bb-b160-4ed21122560d,Brian Bowman DVM,brian05@example.org,50,227370.25,362,CG,South Rebecca
1e37a680-931d-43a7-8e07-edbc720f03f4,Morgan Johnson,margaret26@example.org,64,493938.98,395,BW,Callahanville
9913bb1f-b18a-4b44-a8d0-b5e19769e07d,Matthew White,murphyleslie@example.com,58,298807.22,359,KI,Port Allison
03a95e84-60ab-4bb8-87c6-832b5feb41a1,Danielle Nelson,christine53@example.org,43,252388.72,640,GA,New Brendaland
c6c1bb7a-f60c-4b83-9c4e-61cb61b3208a,Kristin Flores,melissasavage@example.com,58,231240.19,474,KM,Elizabethbury
16358b57-3168-448b-92e9-7715ddd06d07,Robert Jackson,nguyenjames@example.net,32,289556.35,455,GE,Burnsside
ba623cfa-1548-4a1b-9911-20cd4a8042da,James Lewis,john09@example.net,66,119389.89,516,NO,North Brenda
a46fe941-fcab-4829-b6a5-4d93e60cf9a4,Eric Jensen PhD,michaelferguson@example.net,53,436189.6,510,VC,Christychester
5774eb31-3bb1-45f6-a562-0095ce887057,Zachary Young,danielle90@example.com,32,418560.01,475,BS,West Georgeshire
4f99384c-2aa9-4e54-bb6b-1b1c550ae0ce,Mrs. Rachel Cook,thomasthompson@example.net,52,490221.09,626,LB,Ritaberg
e0b8c9a8-d928-4780-9ab1-edc05e2126d4,Haley Beasley,jeremycharles@example.com,53,136913.4,600,GD,North Joshua
9af73827-3209-428d-9b60-c989ab77a6ef,Mary Tran,anthony35@example.net,41,342504.38,538,ME,Powellchester
be984ca9-6125-41ce-ab83-dc93200db0fe,Tiffany Williams,benjamin57@example.net,62,88670.4,516,LV,North Sarah
6c506973-f8b6-4b99-9f72-03689665abf2,Kristen Bailey,elizabeth37@example.com,24,185839.15,498,ES,East Timothyport
bbc828cc-72c5-454f-acbd-94798bc04825,Danielle Fuller,baileyryan@example.org,48,455921.46,506,UY,East Andrew
742fc8ad-2c35-4f2d-a7df-a51a4cc3adcd,Kristopher Ferguson,josesmith@example.net,52,72555.61,557,IN,Ericstad
fecc79b5-491f-4dec-b65c-3fa0f84a83f4,Bryan Ford,qmontgomery@example.org,73,236969.52,793,SM,Lopezside
99831a80-44fe-44f9-8859-0efd4bebc56d,Robert Bryan,cassiejimenez@example.org,22,391207.47,537,LA,Bradyfurt
a8cbadba-50ed-4228-8321-285921c3d0ce,Trevor Baker,lyang@example.org,42,86718.71,793,TR,East Latoya
83e57832-0408-4515-a303-a8ef6a62ca80,Matthew Edwards,christine07@example.com,74,270171.45,560,SD,Port Alexischester
c4a39905-d664-458f-a8d4-55f963e96097,Ronnie Robinson,costakenneth@example.org,20,424748.71,592,CV,East Chelseaton
5448b8af-8911-426d-801f-05ee1b63593a,Douglas Martin,dmills@example.net,64,241580.46,511,BI,Boyermouth
3b82c645-adf0-455b-88c1-50d49501ffa6,Matthew Garcia,zhughes@example.org,66,163355.41,401,TR,Aliborough
f63e51e9-a6c6-45a9-8f04-e66b481c36c4,Amy Wang,williamsmichael@example.org,19,270043.6,408,MD,Camposville
c02d1398-37ad-4297-b126-bdda4bc5817e,Nicholas Garcia,tcoleman@example.com,55,346322.81,370,GW,Lake Ryanville
ded3afb7-28eb-4469-b795-df42a8e0fe2b,Kevin Long,sophia13@example.com,29,94567.92,368,SY,Lake Annview
cfb24507-0aaa-44ac-b588-a4123edb1e63,Maria Vasquez,yrobinson@example.net,32,378039.5,654,LV,East Rita
52a4bfd6-bdf9-4624-953b-5f6aceac30bd,David Graham,lopeztamara@example.org,64,190753.41,486,SO,West David
fe6dd166-d3f9-48d8-ac4a-e17f4a700d0e,Ashley Williams,jonesanthony@example.net,57,39694.26,785,GQ,New Brandonside
0c30f5fc-72b6-49b2-ab36-40863b04c762,Penny Wilson,matthewmorales@example.org,29,318105.66,480,DZ,Port Angelamouth
f89ca4f9-320c-4491-a2a3-e4c2027c374a,Elizabeth Smith,fshaffer@example.net,74,114700.21,413,PG,Marystad
16c9a5be-98ec-4676-aff6-0be6b72c3f0c,Jeffrey Roman,cortezscott@example.org,52,179579.6,642,TD,New Josephview
95b19c0f-874a-48f7-b8d8-a6969233a07b,Mary Snow,fhill@example.net,70,150263.67,580,RU,West Marcusstad
e7bad357-51e0-4c06-9389-ed232017b965,Michael Robinson,kjackson@example.com,31,216842.67,399,KI,Lake Brianaville
942b2496-a598-460c-9f11-761fc6ace440,Sally Wilkinson,christinebenson@example.net,71,164955.8,609,HT,Floreschester
944792fc-5901-48b8-9517-1f9c2e6756ec,Megan Villa,efinley@example.net,33,298290.99,635,BJ,Larabury
7a722b1e-da7d-43e0-93b3-a75ffa825519,Janet Houston,samantha90@example.net,26,211648.24,744,TM,Burtonmouth
ba25b3c7-1df1-44ac-af6c-7d4b88e5c2e0,Beverly Donovan,jnichols@example.net,47,59520.26,343,LS,Wallaceville
7585d455-37d8-4a57-b0bd-2c7102f43309,Rachel Lopez,davisjon@example.org,70,148457.97,743,FR,Sheenastad
6b7bdb4b-6fee-43d6-8c0a-bcdfbb1a8099,George Lewis,michaelmathis@example.org,50,284243.2,617,IQ,East Christopher
076d1e9a-5a1a-4205-8d08-b1ea9d6f2759,Andrew Wagner,melissahodge@example.org,19,443637.9,562,NL,Frankside
54a1e080-39c1-4132-aea9-2bbe6042c63d,Kristen Valdez,lisawilliams@example.com,58,40407.66,516,MV,Port Joelborough
6abda0ac-a0cf-467c-b635-839b5fcbb66a,Martha Campbell,heatherfoster@example.net,53,169251.75,309,UY,Smithland
75b0630e-7619-4d2c-8ca0-960473f49fcc,William Hughes,knighttamara@example.org,20,280835.78,451,PH,Nicoleborough
c7cc7e87-1082-47a8-83c4-5a1272b8e49c,Peggy Suarez,madisonsmall@example.org,27,261249.95,845,BR,Port Johnmouth
66f8b823-519e-42d2-b715-c0c74c9da519,Brian Thomas,bwilliams@example.net,72,227377.89,327,SR,Williamberg
d19cbd4c-a0d6-419a-b1c3-eb716cc1d8b9,Anne Jackson,morrowbriana@example.org,29,347914.39,400,AU,Port Josephview
86ef63ba-0259-4344-af25-e07522c5d366,Travis Ferrell,sarahjones@example.org,30,482543.09,300,ME,Kathrynburgh
05b1bca1-2948-494b-84cc-fef0fdc42a56,Randy Williams,amymonroe@example.com,49,51461.2,572,TZ,Suttonfort
411feb3d-0c0d-4c88-8604-044a1ac51cdf,Jose Wiggins,garciajames@example.org,50,172654.22,451,GM,North Michael
7172c6f2-feb7-4848-8bce-cffe594f6783,Stephanie Young,danielevans@example.org,38,472837.24,657,DJ,West Bradleychester
a2fc9b8f-51da-4837-9eea-4e4e31f25265,Robert Webb,katherinebailey@example.com,18,325293.37,668,AE,East Ericmouth
68bdaff5-dc07-4047-8df1-b89215b694b8,William Simmons,daniel32@example.org,58,236936.8,366,JP,Jackstad
9e1216b8-adbe-451c-bda8-2d9ee606d632,Nathan Combs,wblevins@example.net,27,382994.38,415,BI,Matthewview
3256c618-bc74-494e-a84e-0aad3b011837,Melanie King,edward17@example.org,29,43470.76,362,MN,Crosbyville
71246642-5c48-4b0f-b011-0178b3da1874,Virginia Prince,pphillips@example.net,27,145819.93,492,EG,South William
7ab96357-b354-494b-af71-866a8785a343,Danielle Moss,baxterrobert@example.com,32,35715.13,757,SY,North Brandonshire
65255fe2-aa35-4ecb-b846-b2b6623aca47,Lance Smith,kevin28@example.com,62,73636.45,457,ER,North Rebeccafurt
8c686f90-40f7-44b2-8de4-c62e371fd59a,Marc Smith,carterjoshua@example.net,74,164004.05,570,RO,Heathershire
814c09cd-359d-4beb-978a-aa672128de49,Dr. Justin Hansen,uthompson@example.com,45,170870.48,581,UA,Connieborough
3276709e-6774-481b-930c-7aeab2207fe8,Victor Arnold,donna87@example.com,71,410946.41,646,DZ,Amandashire
919cd359-2463-4ce8-bf56-02bdf3a1146f,Mark Harding,yrichardson@example.org,37,61712.15,788,DK,New Evan
d4a103e1-099f-4789-9ed1-ffcb18da6332,Jason Bray,sallybell@example.net,48,318268.33,552,IN,Hoffmanport
5aab2961-3559-46e8-82cb-330eb164de96,Christopher Collier,gomezallison@example.com,45,238548.67,385,AF,Traceyville
3a116413-716e-4c31-9231-1625a627d843,Henry Chaney,walkerbrian@example.com,26,177587.78,620,AL,Bradyburgh
db6ea268-040d-44ba-88e4-864fe4ea4eca,Brian Taylor,heatherchapman@example.net,63,366897.37,547,NE,South Nancytown
39dee7c0-c3b4-4f4b-9b05-4919e7200c40,Joseph Wilson,avazquez@example.com,73,42494.27,785,VE,East Jeffrey
2d538f32-d862-481c-a0ec-9907df7e4cc3,Robert Harris,joshua88@example.com,32,123700.7,492,DZ,Lewisberg
3697803a-fce2-4956-998e-a4765a36677b,Kelsey Sutton,farrellamanda@example.net,37,159304.92,430,GN,Trujillotown
a5150792-ce50-4991-a72a-e44b2da48866,Sarah Hendricks,sherry52@example.org,31,397171.27,765,DE,West Daniel
9e514e23-75fd-40b3-be52-d9ee445b0d6d,Judith Hopkins,peterbyrd@example.net,30,76665.67,574,CL,Trujillotown
821239a2-7cd2-457c-8093-0c1847f0e95e,Lee Clay,michael82@example.net,41,32605.56,374,MW,Johnsonfort
ef969980-ea41-4bd7-a8a6-12be503d9061,Sarah Lopez,bcuevas@example.com,21,408910.53,635,EC,Andrewbury
7b738f13-5efe-446d-809b-5cfc9dfe26e7,Carolyn Scott,cruzrobin@example.net,65,58703.9,357,UG,Port Tracy
de6a1d6a-fbbd-4cde-9aa2-37bde51ad2c8,Victor Lin,millsjoseph@example.com,23,402269.88,312,CN,New Carlstad
52c23f49-31da-4526-be3c-27e7a0410b36,Connie Hernandez,chapmanjill@example.net,45,411038.74,506,CN,New Xavier
fa29a0d8-6ce1-4e83-a8da-f29016570219,Dawn Gaines,kimberly48@example.org,70,394155.97,627,CD,New Ashleyland
4715d511-1c62-484d-a7eb-c9e83352fefa,Sarah Thomas,yvette04@example.com,70,127490.3,332,SM,Lake Jessicashire
88430b3b-764e-4caf-8be1-ab6e9572e2ae,Brian Wright,karenallison@example.org,36,236463.77,409,IS,New Kathyside
b42ff91d-6a97-421e-9852-80fdee766bdc,Kaitlin Beck,rebeccamorris@example.net,35,361992.32,440,GW,Port Caitlin
463e7881-5f89-4d6a-b481-df73a0d5ede9,Shannon Elliott,ianevans@example.com,65,307705.75,672,PG,Katherineberg
85f21190-1300-4257-b556-2f80919df983,Joseph Oliver,wmcdonald@example.com,31,309026.89,630,DZ,South Jenna
d8ae5391-7920-4077-8440-209addd69b2d,Justin Garcia,kenneth78@example.net,57,437965.65,409,SA,Navarroport
a72abe1d-9c75-4c69-992e-9d849db1ae78,William Duke,wclarke@example.org,32,102527.7,656,MY,Smithland
